"fuel_economy_combined","eng_disp","num_cyl","transmission","num_gears","air_aspired_method","regen_brake","batt_capacity_ah","drive","fuel_type","cyl_deactivate","variable_valve"
0.279284090162597,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.253524559072521,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.281070474228814,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.249157136106361,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.290000275480342,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.25940288576254,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.254456954077427,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.22267076072837,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.243861556294408,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.226908919841578,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.291456083135729,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.257470285206918,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.287896029480635,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.255380872764106,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.243861556294408,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.182408249152898,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.286446579063918,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.249775907336889,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.237504317624597,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.212075362945351,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.274967525105795,0.285714285714286,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.249157136106361,0.285714285714286,0.230769230769231,"M",0.666666666666667,"Turbocharged","Not applicable",0,"4-Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.213425216622908,0.4,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.21189524118304,0.4,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.213425216622908,0.4,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.21189524118304,0.4,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.166782156502502,0.4,0.230769230769231,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Required)","N","Y"
0.357921013428607,0.142857142857143,0.0769230769230769,"AS",0.555555555555556,"Naturally Aspirated","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.281447670389889,0.142857142857143,0.0769230769230769,"M",0.555555555555556,"Naturally Aspirated","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.347681621011098,0.142857142857143,0.0769230769230769,"AS",0.555555555555556,"Naturally Aspirated","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.27984352716554,0.142857142857143,0.0769230769230769,"M",0.555555555555556,"Naturally Aspirated","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Required)","N","Y"
0.128263647402114,0.714285714285714,0.692307692307692,"AS",0.777777777777778,"Naturally Aspirated","Not applicable",0,"2-Wheel Drive, Rear","Gasoline (Premium Unleaded Recommended)","N","Y"
0.392981184692617,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)","N","Y"
0.392981184692617,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"2-Wheel Drive, Front","Gasoline (Regular Unleaded Recommended)","N","Y"
0.302939375252965,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Regular Unleaded Recommended)","N","Y"
0.296465587207541,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Regular Unleaded Recommended)","N","Y"
0.350192730285673,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.350192730285673,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.249104159117446,0.214285714285714,0.153846153846154,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.21829698052354,0.271428571428571,0.230769230769231,"AS",0.777777777777778,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.298775383924239,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.284878460192031,0.285714285714286,0.230769230769231,"AS",0.777777777777778,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.277135343492201,0.285714285714286,0.230769230769231,"AS",0.777777777777778,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.326403943183239,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Regular Unleaded Recommended)","N","Y"
0.257639811571446,0.214285714285714,0.153846153846154,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
0.306228186724814,0.142857142857143,0.0769230769230769,"AMS",0.666666666666667,"Turbocharged","Not applicable",0,"All Wheel Drive","Gasoline (Premium Unleaded Recommended)","N","Y"
